ni	xi
452	6
548	8
656	8
492	7
561	2
597	5
130	1
494	6
430	5
640	6
630	6
583	13
661	6
211	3
736	12
652	10
548	11
208	3
450	4
317	4
187	2
632	11
631	3
599	9
668	8
215	1
652	11
523	7
271	4
599	6
601	5
469	8
571	4
334	4
321	10
341	3
422	3
624	5
303	2
523	8
438	3
345	2
391	3
127	4
561	7
404	1
424	3
438	9
623	9
189	2
517	5
185	2
353	11
521	7
562	3
190	2
427	5
153	3
657	12
200	2
609	11
306	9
234	6
336	3
198	3
442	7
405	6
471	12
617	7
473	2
278	5
257	3
562	15
601	16
361	5
292	5
158	1
110	0
611	7
596	11
498	6
653	14
657	13
584	15
557	14
452	5
255	1
164	3
306	8
327	5
455	0
624	12
233	0
442	3
399	5
304	4
489	7
354	7
548	11
584	10
248	2
189	1
274	2
106	0
228	1
546	5
669	11
596	10
465	4
556	14
383	7
582	8
611	8
665	7
688	10
189	8
468	4
608	6
651	6
321	4
324	7
592	11
641	7
628	7
632	12
533	11
564	13
618	9
132	0
575	7
265	3
632	10
558	9
597	13
610	6
644	3
520	5
470	1
461	10
647	7
605	14
597	8
615	3
353	2
418	5
381	8
648	12
474	3
555	10
630	3
128	2
615	10
302	1
251	1
675	8
650	12
581	6
652	10
636	7
651	13
627	9
485	3
647	13
631	10
322	7
250	2
749	5
634	8
256	2
220	4
642	13
596	15
698	10
437	6
320	3
653	10
586	4
579	4
526	3
639	20
587	9
590	6
555	10
589	4
623	6
655	8
656	8
209	4
557	5
421	4
636	4
284	5
652	5
415	2
648	1
699	6
703	10
665	11
605	9
586	6
656	7
353	1
587	6
615	8
582	6
579	1
558	5
263	11
748	12
677	12
373	5
536	16
588	11
670	6
477	14
673	13
129	0
609	3
637	5
506	7
637	6
654	6
209	1
389	2
748	9
425	1
750	12
253	4
133	0
566	3
590	6
239	1
660	2
534	3
610	13
464	8
428	8
402	0
445	8
496	4
590	3
639	11
599	5
660	3
193	0
531	5
609	11
159	3
546	4
670	8
663	4
664	7
515	4
468	6
463	4
669	9
617	7
597	10
701	10
416	1
613	6
600	10
750	8
404	1
658	12
464	3
621	6
677	14
614	8
655	4
630	2
103	0
151	4
582	5
543	3
348	1
586	4
610	6
599	7
508	10
286	1
649	3
594	14
578	7
362	2
218	5
521	12
587	2
367	6
575	5
594	11
624	15
566	8
596	10
615	12
529	13
647	10
429	6
606	15
420	3
340	5
595	5
343	6
576	5
417	5
648	8
616	6
611	9
557	2
555	13
637	6
604	7
556	2
569	5
576	7
621	9
614	1
610	6
686	16
246	4
545	6
595	2
305	3
437	7
605	7
591	6
607	2
629	4
389	5
315	7
650	8
631	7
592	5
630	13
548	9
289	8
378	3
576	5
463	10
170	1
623	7
402	5
636	12
533	2
601	7
580	7
420	2
586	3
393	6
298	4
644	10
557	5
499	7
665	18
431	5
335	10
471	9
571	5
601	7
410	12
502	3
656	12
326	5
484	9
532	5
611	9
563	2
635	10
369	5
498	12
244	3
608	11
597	9
381	6
750	9
459	3
573	12
594	7
693	16
572	12
295	2
554	9
709	18
617	8
245	1
162	2
705	13
706	9
589	8
630	11
276	2
549	4
592	12
652	6
615	6
673	4
652	7
672	6
557	4
601	8
626	8
600	5
268	1
655	8
639	11
404	3
590	4
272	4
537	8
310	6
584	7
588	10
397	6
462	6
595	10
129	0
480	2
490	8
497	12
397	9
323	3
508	7
586	8
118	6
690	6
692	9
359	7
567	6
166	0
598	9
213	2
335	4
292	2
598	11
303	8
663	18
238	3
330	7
559	10
408	6
552	12
206	4
456	10
592	11
288	4
200	2
538	7
602	5
597	8
498	10
400	5
536	6
480	10
400	4
518	7
390	7
614	16
601	7
179	1
621	8
651	7
294	3
602	14
543	9
673	5
575	2
507	3
745	14
194	7
306	4
576	10
607	10
569	5
632	11
583	7
650	6
723	7
454	13
112	2
315	4
623	2
692	1
636	9
612	3
476	5
253	2
536	8
636	9
152	5
433	8
219	6
135	0
616	8
714	14
526	6
516	6
459	8
673	7
349	4
575	4
658	9
542	5
406	6
579	9
641	3
320	1
576	7
405	4
677	7
501	8
340	2
644	2
416	3
636	6
627	5
288	2
542	7
607	12
593	7
220	1
454	10
427	6
570	17
596	7
411	3
597	14
289	3
379	7
612	8
579	6
373	3
638	11
631	10
371	7
458	4
616	8
107	3
535	5
649	11
500	7
632	7
666	9
119	3
445	6
522	5
469	13
600	8
116	3
404	6
235	2
291	5
489	11
658	13
632	8
615	2
415	5
635	6
483	3
452	5
379	5
627	12
507	9
619	3
547	5
248	4
519	13
240	3
501	5
176	3
531	9
227	3
397	2
643	9
260	0
748	6
296	3
572	6
597	6
570	7
400	9
624	9
628	12
408	6
212	2
426	7
627	9
128	1
612	2
454	5
461	6
642	9
136	2
599	6
307	2
455	1
582	1
698	7
298	1
272	4
171	0
612	8
432	4
431	7
353	1
647	5
583	13
546	5
651	12
596	9
599	7
496	5
527	7
327	2
216	5
611	6
663	12
214	1
548	6
392	11
235	2
183	3
728	11
242	2
618	3
268	3
750	9
626	5
637	6
611	9
624	13
591	5
725	9
486	6
642	9
134	3
617	8
602	12
387	6
531	4
358	8
521	3
342	10
130	1
593	6
257	3
153	1
541	7
643	10
606	10
130	3
683	6
502	2
160	2
631	7
381	5
451	10
583	17
313	2
441	5
715	14
259	2
508	12
579	15
551	15
539	12
643	13
430	2
476	15
750	5
105	5
649	9
354	8
673	15
608	12
567	13
339	2
